Trial_id,Probe,Target,word2vec,pcelex,tcelex,plog10,tlog10,trial_pres_id,probe_onset,probe_durat,fixa1_onset,fixa1_durat,target_onset,target_durat,target_offset,fixa2_onset,fixa2_durat,RT,KeyPress,runid
124,pike,river,0.292545437,6.82,108.27,0.89,2.04,11,95.99701405,1.5,97.49072099,1.5,98.98426604,1.5,99.59514713,101.9800131,3,0.61088109,1,4
180,plane,hangar,0.505543962,45.53,2.18,1.67,0.5,12,105.0010872,1.5,106.4948041,1.5,107.9883091,1.5,109.075907,110.984338,3,1.087597847,2,4
116,lobster,butter,0.274753959,2.01,27.37,0.48,1.45,13,113.9968362,1.5,115.4905441,1.5,116.9840581,1.5,118.2156811,119.9798942,3,1.231622934,2,4
52,arrow,pineapple,0.120589934,8.1,2.46,0.96,0.54,14,123.000859,1.5,124.4943311,1.5,125.988302,1.5,128.8844202,128.9841402,3,2.896118164,2,4
88,bird,gun,0.187489929,42.01,63.58,1.63,1.81,15,131.9966521,1.5,133.4903851,1.5,134.9838631,1.5,136.0412312,137.9797041,3,1.05736804,1,4
164,scales,weights,0.435456955,9.44,7.77,1.02,0.94,16,141.000582,1.5,142.4941881,1.5,143.9881692,1.5,144.5280292,146.983968,3,0.53986001,2,4
144,flask,gin,0.353844384,4.25,15.25,0.72,1.21,17,149.996474,1.5,151.4901891,1.5,152.9839082,1.5,153.711802,155.9795051,3,0.727893829,1,4
36,handcuff,birch,0.092748057,2.12,3.8,0.49,0.68,18,159.0005531,1.5,160.4942682,1.5,161.9877892,1.5,162.7925751,164.983789,3,0.804785967,2,4
96,tongue,cake,0.215452951,33.63,21.4,1.54,1.35,19,167.9962912,1.5,169.490005,1.5,170.9835031,1.5,172.39833,173.9795301,3,1.41482687,1,4
152,ache,bruise,0.384757417,4.75,2.29,0.76,0.52,20,177.00038,1.5,178.4941101,1.5,179.987766,1.5,180.8621361,182.983613,3,0.874370098,1,4
120,trolley,lollipop,0.284874649,5.25,0.34,0.8,0.13,21,185.9960382,1.5,187.4897621,1.5,188.983361,1.5,189.792902,191.9791601,3,0.809540987,2,4
136,canvas,wall,0.33146557,15.47,138.16,1.22,2.14,22,195.0001922,1.5,196.4939091,1.5,197.98734,1.5,198.9616761,200.9834311,3,0.974336147,1,4
188,spacecraft,astronaut,0.550899548,1.68,0.95,0.43,0.29,23,203.9959271,1.5,205.4896441,1.5,206.98318,1.5,207.583461,209.9791691,3,0.600281,1,4
108,cheek,chops,0.261271115,24.75,3.13,1.41,0.62,24,213.000011,1.5,214.4937181,1.5,215.9872332,1.5,217.8892012,218.9832051,3,1.901968002,2,4
80,poetry,heaven,0.169827159,21.34,37.15,1.35,1.58,25,221.9957452,1.5,223.489455,1.5,224.9829662,1.5,226.6759572,227.9787881,3,1.692991018,2,4
32,microbe,pillow,0.081472373,0.89,13.8,0.28,1.17,26,230.9998081,1.5,232.493243,1.5,233.9870541,1.5,235.4297662,236.983062,3,1.442712069,2,4
48,clown,cliff,0.110798867,3.24,16.42,0.63,1.24,27,239.995554,1.5,241.48927,1.5,242.982794,1.5,243.611568,245.9785581,3,0.628773928,2,4
20,uncle,loan,0.050366831,59.27,18.99,1.78,1.3,28,248.9996471,1.5,250.49313,1.5,251.9868782,1.5,253.23332,254.982687,3,1.246441841,2,4
24,printer,trumpet,0.058887375,3.74,4.86,0.68,0.77,29,257.9953742,1.5,259.4890971,1.5,260.9828231,1.5,261.708122,263.978621,3,0.725298882,2,4
60,skill,science,0.142442428,38.32,91.17,1.59,1.96,30,266.999455,1.5,268.4931571,1.5,269.986686,1.5,271.1978941,272.9826992,3,1.211208105,1,4
184,melody,flute,0.539265683,3.52,2.51,0.66,0.55,31,275.9952171,1.5,277.4889312,1.5,278.9826572,1.5,279.8006651,281.9784501,3,0.818007946,1,4
40,mud,harvester,0.097343806,29.22,0.73,1.48,0.24,32,284.99929,1.5,286.493005,1.5,287.9865041,1.5,289.2634082,290.982522,3,1.276904106,2,4
100,key,passport,0.235210015,16.48,26.93,1.24,1.45,33,293.9950252,1.5,295.488729,1.5,296.982465,1.5,298.370214,299.9782791,3,1.387748957,2,4
84,ferry,engine,0.179885585,7.6,44.02,0.93,1.65,34,302.9991062,1.5,304.4928131,1.5,305.986542,1.5,306.8619931,308.9821651,3,0.875451088,1,4
12,pipe,match,0.020933954,22.91,56.98,1.38,1.76,35,311.9948351,1.5,313.4885581,1.5,314.98207,1.5,316.0697732,317.9780941,3,1.087703228,2,4
104,bib,porridge,0.253649981,1.79,5.31,0.45,0.8,36,320.9988692,1.5,322.492326,1.5,323.9863601,1.5,325.4115391,326.9821551,3,1.425179005,1,4
92,tea,mug,0.211426268,88.77,6.26,1.95,0.86,37,329.9946692,1.5,331.4883661,1.5,332.9821281,1.5,334.1412861,335.9776931,3,1.159157991,1,4
44,albatross,uniform,0.105280692,0.78,27.88,0.25,1.46,38,338.9987311,1.5,340.492455,1.5,341.9861732,1.5,342.6161041,344.981982,3,0.629930973,2,4
72,brain,ocean,0.15363104,69.22,24.36,1.85,1.4,39,347.9944761,1.5,349.4881821,1.5,350.9816761,1.5,352.1568601,353.97771,3,1.175184011,1,4
160,leopard,zoo,0.421799444,6.59,8.72,0.88,0.99,40,356.9985511,1.5,358.4922631,1.5,359.9857461,1.5,360.892643,362.9814851,3,0.90689683,1,4
148,dishwasher,colander,0.370570304,1.84,0.34,0.45,0.13,41,365.994292,1.5,367.4880102,1.5,368.9817281,1.5,370.386409,371.977283,3,1.404680967,1,4
172,farm,sheep,0.474503282,66.15,40.11,1.83,1.61,42,374.9983752,1.5,376.4918752,1.5,377.9858131,1.5,379.0771921,380.9816072,3,1.091378927,1,4
156,banker,finance,0.402583278,6.98,30.73,0.9,1.5,43,383.9940581,1.5,385.4875691,1.5,386.9815521,1.5,388.000977,389.977299,3,1.019424915,1,4
132,frame,picture,0.32074323,26.82,106.42,1.44,2.03,44,392.9981902,1.5,394.4918861,1.5,395.9856231,1.5,396.8247502,398.981379,3,0.839127064,1,4
192,rabbi,synagogue,0.724205782,5.25,3.41,0.8,0.64,45,401.9938791,1.5,403.4876242,1.5,404.9813681,1.5,406.0615051,407.977149,3,1.080137014,2,4
28,runner,cup,0.073121681,13.13,60.84,1.15,1.79,46,410.998008,1.5,412.491713,1.5,413.9852512,1.5,415.488394,416.981056,3,1.503142834,2,4
140,belt,vest,0.33815705,21.17,4.86,1.35,0.77,47,419.993742,1.5,421.487401,1.5,422.9808891,1.5,424.479064,425.9767752,3,1.498174906,1,4
176,bedroom,dresser,0.490751755,55.87,4.64,1.75,0.75,48,428.9978242,1.5,430.4915311,1.5,431.9850512,1.5,432.9088581,434.981056,3,0.923806906,1,4
